date,variable,strat,type,median,mean,sd,upper,lower,bottom,top
2020-07-24,reported_cases,NA,positivity-adjusted reported cases,331.5,518.75,895.4069795857686,350,0,0,879
2020-07-25,reported_cases,NA,positivity-adjusted reported cases,309.5,502.8333333333333,590.6321472230692,348,0,0,1391
2020-07-26,reported_cases,NA,positivity-adjusted reported cases,201,1193.5,3122.5445189344014,266,0,0,1123
2020-07-27,reported_cases,NA,positivity-adjusted reported cases,418.5,15747.666666666666,52063.904492169015,495,0,0,5103
2020-07-28,reported_cases,NA,positivity-adjusted reported cases,159,109337.75,375578.2781559234,192,0,0,7552
2020-07-29,reported_cases,NA,positivity-adjusted reported cases,544.5,388348.75,1276901.3889377338,583,0,0,10270
2020-07-30,reported_cases,NA,positivity-adjusted reported cases,619.5,2206.8333333333335,5817.502085530483,701,0,0,1316
2020-07-31,reported_cases,NA,positivity-adjusted reported cases,234,44716.583333333336,153947.28646429497,237,0,0,824
2020-08-01,reported_cases,NA,positivity-adjusted reported cases,467,107825.75,339841.6181167406,470,0,0,10270
2020-08-02,reported_cases,NA,positivity-adjusted reported cases,517,22886.916666666668,76476.97979660681,586,0,0,4812
2020-08-03,reported_cases,NA,positivity-adjusted reported cases,153.5,1534360.0833333333,5313409.473999541,217,0,0,3072
2020-08-04,reported_cases,NA,positivity-adjusted reported cases,190,340.4166666666667,403.1777091451301,191,0,0,939
2020-08-05,reported_cases,NA,positivity-adjusted reported cases,315.5,89037.25,236455.72413191863,345,0,0,10270
2020-08-06,reported_cases,NA,positivity-adjusted reported cases,525.5,1037.8333333333333,1401.9723012004672,526,0,0,2313
2020-08-07,reported_cases,NA,positivity-adjusted reported cases,204.5,269283.9166666667,931885.6207666904,250,0,0,1211
2020-08-08,reported_cases,NA,positivity-adjusted reported cases,512.5,4072820.5833333335,13408555.826264143,533,0,0,10270
2020-08-09,reported_cases,NA,positivity-adjusted reported cases,214.5,20056.416666666668,68707.91331222115,250,0,0,773
2020-08-10,reported_cases,NA,positivity-adjusted reported cases,293.5,177024.83333333334,612288.8747420443,307,0,0,763
2020-08-11,reported_cases,NA,positivity-adjusted reported cases,180.5,6244.916666666667,19847.74605686698,229,0,0,2674
2020-08-12,reported_cases,NA,positivity-adjusted reported cases,172,6650354.833333333,20052559.367404286,196,0,0,10270
2020-08-13,reported_cases,NA,positivity-adjusted reported cases,594.5,72295.83333333333,247113.70812895513,600,0,0,5086
2020-08-14,reported_cases,NA,positivity-adjusted reported cases,111,2841.75,7939.1640632202125,160,0,0,4335
2020-08-15,reported_cases,NA,positivity-adjusted reported cases,218,22554.25,77414.37210014102,225,0,0,525
2020-08-16,reported_cases,NA,positivity-adjusted reported cases,334,125760.75,434460.24738082144,354,0,0,930
2020-08-17,reported_cases,NA,positivity-adjusted reported cases,182.5,39200.166666666664,116562.9542466086,198,0,0,10270
2020-08-18,reported_cases,NA,positivity-adjusted reported cases,210,12113.75,41112.54197736877,272,0,0,800
2020-08-19,reported_cases,NA,positivity-adjusted reported cases,281.5,3183855.25,10922326.86206249,308,0,0,10270
2020-08-20,reported_cases,NA,positivity-adjusted reported cases,311,3423735.6666666665,11723337.575649725,316,0,0,10270
